DISTRIBUIDORA;ANO;MÊS;DIA;PRODUTO;QUANTIDADE;PREÇO;FATURAMENTO
Distribuidora GO;2014;9;1;PRODUTO A;1255;47,1951181938911;59229,8733333333
Distribuidora GO;2014;9;1;PRODUTO B;854;27,9066432474629;23832,2733333333
Distribuidora GO;2014;9;1;PRODUTO C;25227;34,3275882663122;865970,626666666
Distribuidora GO;2014;10;1;PRODUTO A;1312;48,9998577235772;64287,8133333333
Distribuidora GO;2014;10;1;PRODUTO B;752;28,7405407801418;21612,8866666667
Distribuidora GO;2014;10;1;PRODUTO C;27045;34,8749171917565;943206,666666667
Distribuidora GO;2014;11;1;PRODUTO A;1054;48,4237634408602;51038,6466666667
Distribuidora GO;2014;11;1;PRODUTO B;484;28,8659366391185;13971,1133333333
Distribuidora GO;2014;11;1;PRODUTO C;8517;37,1800875652604;316679,846666667
Distribuidora GO;2014;12;1;PRODUTO A;1538;47,6884568703944;73344,8466666667
Distribuidora GO;2014;12;1;PRODUTO B;880;28,3387348484849;24938,0866666667
Distribuidora GO;2014;12;1;PRODUTO C;29806;35,477661623793;1057432,4
Distribuidora GO;2015;1;1;PRODUTO A;1218;47,5990968801314;57975,7
Distribuidora GO;2015;1;1;PRODUTO B;959;27,8178380257212;26677,3066666667
Distribuidora GO;2015;1;1;PRODUTO C;21159;35,5320289783614;751838,486666667
Distribuidora GO;2015;2;1;PRODUTO A;798;48,2022723475355;38465,4133333333
Distribuidora GO;2015;2;1;PRODUTO B;728;27,397032967033;19945,04
Distribuidora GO;2015;2;1;PRODUTO C;7245;37,9696463200027;275099,58
Distribuidora GO;2015;3;1;PRODUTO A;815;47,2882699386503;38539,94
Distribuidora GO;2015;3;1;PRODUTO B;1127;26,20876072168;29537,2733333333
Distribuidora GO;2015;3;1;PRODUTO C;20364;35,8142462548005;729336,233333333
Distribuidora GO;2015;4;1;PRODUTO A;939;47,0810436634718;44209,1
Distribuidora GO;2015;4;1;PRODUTO B;1465;25,8205051194539;37827,04
Distribuidora GO;2015;4;1;PRODUTO C;19154;34,6897012648692;664459,546666667
Distribuidora GO;2015;5;1;PRODUTO A;5356;47,100285038586;252269,126666667
Distribuidora GO;2015;5;1;PRODUTO B;2219;26,3751028992038;58526,3533333333
Distribuidora GO;2015;5;1;PRODUTO C;36347;35,0366169115479;1273491,97333333
Distribuidora GO;2015;6;1;PRODUTO A;3833;47,6687277154535;182714,233333333
Distribuidora GO;2015;6;1;PRODUTO B;1689;26,326477205447;44465,42
Distribuidora GO;2015;6;1;PRODUTO C;18073;35,7865814543077;646752,993333333
Distribuidora GO;2015;7;1;PRODUTO A;5797;47,1049899373239;273067,626666667
Distribuidora GO;2015;7;1;PRODUTO B;3051;26,4421282639572;80674,9333333333
Distribuidora GO;2015;7;1;PRODUTO C;35171;34,51677561979;1213975,13333333
Distribuidora GO;2015;8;1;PRODUTO A;5933;47,1942963087814;280003,76
Distribuidora GO;2015;8;1;PRODUTO B;3302;26,4292953765395;87269,5333333333
Distribuidora GO;2015;8;1;PRODUTO C;38423;34,2842700413705;1317308,79333333
Distribuidora GO;2015;9;1;PRODUTO A;3166;54,5973131185513;172855,093333333
Distribuidora GO;2015;9;1;PRODUTO B;2289;30,2762050385904;69302,2333333333
Distribuidora GO;2015;9;1;PRODUTO C;15186;41,0047198915494;622701,093333333
Distribuidora GO;2015;10;1;PRODUTO A;8374;54,1088886235172;453107,833333333
Distribuidora GO;2015;10;1;PRODUTO B;4594;29,7748947903062;136785,866666667
Distribuidora GO;2015;10;1;PRODUTO C;45333;40,5109647627314;1836493,69333333
Distribuidora GO;2015;11;1;PRODUTO A;6640;53,8454427710844;357533,74
Distribuidora GO;2015;11;1;PRODUTO B;3340;30,4489520958084;101699,5
Distribuidora GO;2015;11;1;PRODUTO C;25867;40,8214389172996;1055914,55333333
Distribuidora GO;2015;12;1;PRODUTO A;8550;53,3496631578947;456139,62
Distribuidora GO;2015;12;1;PRODUTO B;5526;29,6332609482447;163753,4
Distribuidora GO;2015;12;1;PRODUTO C;56900;39,6968888354975;2258749,66666667
Distribuidora GO;2016;1;1;PRODUTO A;5614;53,893436646479;302557,753333333
Distribuidora GO;2016;1;1;PRODUTO B;4321;29,9251284424902;129306,48
Distribuidora GO;2016;1;1;PRODUTO C;36927;39,9869358131939;1476614,24
Distribuidora GO;2016;2;1;PRODUTO A;4061;57,5985258146598;233907,613333333
Distribuidora GO;2016;2;1;PRODUTO B;3175;33,3461522309711;105874,033333333
Distribuidora GO;2016;2;1;PRODUTO C;19854;43,8638939233501;870855,473333334
Distribuidora GO;2016;3;1;PRODUTO A;4934;56,9160410755303;280823,746666667
Distribuidora GO;2016;3;1;PRODUTO B;4531;32,4453012580004;147009,66
Distribuidora GO;2016;3;1;PRODUTO C;33826;42,0696692242561;1423039,86666667
Distribuidora GO;2016;4;1;PRODUTO A;5387;55,9079079264897;301175,9
Distribuidora GO;2016;4;1;PRODUTO B;4657;32,1608832581776;149773,233333333
Distribuidora GO;2016;4;1;PRODUTO C;34698;41,0575619690849;1424618,70666667
Distribuidora GO;2016;5;1;PRODUTO A;4388;56,2065694317837;246634,426666667
Distribuidora GO;2016;5;1;PRODUTO B;3259;32,5863536872251;106198,926666667
Distribuidora GO;2016;5;1;PRODUTO C;21875;41,4215806004918;906102,253333334
Distribuidora GO;2016;6;1;PRODUTO A;4616;54,3730560369729;250986,026666667
Distribuidora GO;2016;6;1;PRODUTO B;4481;31,7955143941085;142475,7
Distribuidora GO;2016;6;1;PRODUTO C;26911;40,07270592316;1078409,94666667
Distribuidora GO;2016;7;1;PRODUTO A;3822;54,3984667713239;207910,94
Distribuidora GO;2016;7;1;PRODUTO B;3472;32,172653609831;111703,453333333
Distribuidora GO;2016;7;1;PRODUTO C;21890;40,2471405512411;881009,906666667
Distribuidora GO;2016;8;1;PRODUTO A;3173;55,1606198130056;175024,646666667
Distribuidora GO;2016;8;1;PRODUTO B;4463;31,899660915677;142368,186666667
Distribuidora GO;2016;8;1;PRODUTO C;21777;40,7364364774604;887132,653333334
Distribuidora GO;2016;9;1;PRODUTO A;4560;54,9310350877193;250485,52
Distribuidora GO;2016;9;1;PRODUTO B;4977;32,3021431920166;160767,766666667
Distribuidora GO;2016;9;1;PRODUTO C;28792;40,4555912777296;1164804,12666667
Distribuidora GO;2016;10;1;PRODUTO A;5351;54,5444166199464;291867,173333333
Distribuidora GO;2016;10;1;PRODUTO B;5307;32,9052471578418;174628,146666667
Distribuidora GO;2016;10;1;PRODUTO C;32596;40,1933597082524;1310151,12666667
Distribuidora GO;2016;11;1;PRODUTO A;3367;60,5910583110583;204010,093333333
Distribuidora GO;2016;11;1;PRODUTO B;4418;36,3278995020371;160496,66
Distribuidora GO;2016;11;1;PRODUTO C;26831;44,1683504879386;1185088,37333333
Distribuidora GO;2016;12;1;PRODUTO A;7006;59,5032220001903;416879,573333333
Distribuidora GO;2016;12;1;PRODUTO B;7298;35,4364364666119;258615,113333333
Distribuidora GO;2016;12;1;PRODUTO C;41794;43,130863923798;1802623,90666667
Distribuidora GO;2017;1;1;PRODUTO A;2101;61,1764080596541;128531,633333333
Distribuidora GO;2017;1;1;PRODUTO B;3197;35,9509727869878;114935,26
Distribuidora GO;2017;1;1;PRODUTO C;14377;44,0108742276168;632722,333333333
Distribuidora GO;2017;2;1;PRODUTO A;3358;60,1284455032758;201911,32
Distribuidora GO;2017;2;1;PRODUTO B;4833;35,1548975791434;169903,62
Distribuidora GO;2017;2;1;PRODUTO C;23854;43,3367049498136;1033741,12
Distribuidora GO;2017;3;1;PRODUTO A;3555;59,4637262072199;211393,546666667
Distribuidora GO;2017;3;1;PRODUTO B;5201;34,9818342626418;181940,52
Distribuidora GO;2017;3;1;PRODUTO C;24429;43,0279046635022;1051139,44
Distribuidora GO;2017;4;1;PRODUTO A;2353;59,9169457430231;140984,573333333
Distribuidora GO;2017;4;1;PRODUTO B;4633;34,9587006259443;161963,66
Distribuidora GO;2017;4;1;PRODUTO C;19384;43,0508005442649;834505,686666667
Distribuidora GO;2017;5;1;PRODUTO A;3205;59,142229849194;189550,846666667
Distribuidora GO;2017;5;1;PRODUTO B;4906;34,8746691126512;171095,126666667
Distribuidora GO;2017;5;1;PRODUTO C;23247;42,8455900688345;996013,58
Distribuidora GO;2017;6;1;PRODUTO A;3127;58,7273702163948;183640,486666667
Distribuidora GO;2017;6;1;PRODUTO B;5094;34,4195812066483;175333,346666667
Distribuidora GO;2017;6;1;PRODUTO C;24812;42,4739069191179;1053851,96
Distribuidora GO;2017;7;1;PRODUTO A;3663;58,3695459095459;213807,646666667
Distribuidora GO;2017;7;1;PRODUTO B;3882;34,8995929933024;135480,22
Distribuidora GO;2017;7;1;PRODUTO C;23138;42,4049778956185;981178,746666667
Distribuidora GO;2017;8;1;PRODUTO A;3101;60,611514565194;187956,306666667
Distribuidora GO;2017;8;1;PRODUTO B;4966;36,5457846690831;181486,366666667
Distribuidora GO;2017;8;1;PRODUTO C;25296;43,9673017113695;1112202,36
Distribuidora GO;2017;9;1;PRODUTO A;3104;62,2614647766323;193259,586666667
Distribuidora GO;2017;9;1;PRODUTO B;5080;37,3388582677165;189681,4
Distribuidora GO;2017;9;1;PRODUTO C;20157;45,0634444496167;908325,073333333
Distribuidora GO;2017;10;1;PRODUTO A;5014;60,8695665470017;305200,006666667
Distribuidora GO;2017;10;1;PRODUTO B;6445;36,393471942074;234555,926666667
Distribuidora GO;2017;10;1;PRODUTO C;33078;44,1740383407602;1461209,08666667
Distribuidora GO;2017;11;1;PRODUTO A;2394;62,0786382623225;148616,26
Distribuidora GO;2017;11;1;PRODUTO B;3783;37,2225376685171;140812,86
Distribuidora GO;2017;11;1;PRODUTO C;13238;45,6310971788213;604087,28
Distribuidora GO;2017;12;1;PRODUTO A;5601;59,476298280069;333126,746666667
Distribuidora GO;2017;12;1;PRODUTO B;7461;35,5984845641782;265600,293333333
Distribuidora GO;2017;12;1;PRODUTO C;38024;43,5029363911085;1654155,65333333
Distribuidora GO;2018;1;1;PRODUTO A;1983;62,9502269288956;124830,3
Distribuidora GO;2018;1;1;PRODUTO B;4443;35,6696646410083;158480,32
Distribuidora GO;2018;1;1;PRODUTO C;16004;44,7564797468166;716264,053333333
Distribuidora GO;2018;2;1;PRODUTO A;2844;61,4574871073605;174785,093333333
Distribuidora GO;2018;2;1;PRODUTO B;5229;35,348066551922;184835,04
Distribuidora GO;2018;2;1;PRODUTO C;22153;44,4484310548068;984684,613333334
Distribuidora GO;2018;3;1;PRODUTO A;3028;60,7278137384412;183883,82
Distribuidora GO;2018;3;1;PRODUTO B;4899;35,5292671973872;174057,88
Distribuidora GO;2018;3;1;PRODUTO C;22486;43,9782920399462;988912,366666666
Distribuidora GO;2018;4;1;PRODUTO A;2302;61,0787923544744;140603,38
Distribuidora GO;2018;4;1;PRODUTO B;3594;36,0508402893712;129566,72
Distribuidora GO;2018;4;1;PRODUTO C;17749;44,0062456982026;781055,853333333
Distribuidora GO;2018;5;1;PRODUTO A;2450;60,331850340136;147813,033333333
Distribuidora GO;2018;5;1;PRODUTO B;3386;35,8443276235479;121368,893333333
Distribuidora GO;2018;5;1;PRODUTO C;17732;43,6898530659241;774703,013333333
Distribuidora GO;2018;6;1;PRODUTO A;2426;60,910755702116;147769,493333333
Distribuidora GO;2018;6;1;PRODUTO B;4841;34,9902527026097;169387,813333333
Distribuidora GO;2018;6;1;PRODUTO C;24573;41,2945189405501;1014709,56666667
Distribuidora GO;2018;7;1;PRODUTO A;3002;60,2656295802798;180917,42
Distribuidora GO;2018;7;1;PRODUTO B;4044;35,7910121991428;144738,853333333
Distribuidora GO;2018;7;1;PRODUTO C;23462;38,4462580936178;902042,126666666
Distribuidora GO;2018;8;1;PRODUTO A;1590;64,8651320754717;103135,56
Distribuidora GO;2018;8;1;PRODUTO B;2607;40,6027234369006;105851,3
Distribuidora GO;2018;8;1;PRODUTO C;12980;41,3860944933454;537181,16
Distribuidora GO;2018;8;1;PRODUTO D;20;67,0026666666667;1340,05333333333
Distribuidora GO;2018;9;1;PRODUTO A;2512;65,2047292993631;163794,28
Distribuidora GO;2018;9;1;PRODUTO B;4554;38,9695827843654;177467,48
Distribuidora GO;2018;9;1;PRODUTO C;22023;49,6213947838919;1092818,18
Distribuidora GO;2018;9;1;PRODUTO D;501;76,3903659347971;38271,5733333333
Distribuidora GO;2018;10;1;PRODUTO A;2906;64,9006515255792;188601,293333333
Distribuidora GO;2018;10;1;PRODUTO B;6044;38,2095709243327;230938,646666667
Distribuidora GO;2018;10;1;PRODUTO C;23875;48,7834220184607;1164706,23333333
Distribuidora GO;2018;10;1;PRODUTO D;834;78,1049960031974;65139,5666666667
Distribuidora GO;2018;11;1;PRODUTO A;1765;65,1502285174693;114990,153333333
Distribuidora GO;2018;11;1;PRODUTO B;4195;38,6023488279698;161936,853333333
Distribuidora GO;2018;11;1;PRODUTO C;12555;49,5503634674101;622104,813333333
Distribuidora GO;2018;11;1;PRODUTO D;762;76,0207086614173;57927,78
Distribuidora GO;2018;12;1;PRODUTO A;3863;64,4017999827423;248784,153333333
Distribuidora GO;2018;12;1;PRODUTO B;6012;38,3740951430472;230705,06
Distribuidora GO;2018;12;1;PRODUTO C;27737;48,3394132987225;1340790,30666667
Distribuidora GO;2018;12;1;PRODUTO D;1254;76,374024455077;95773,0266666666
Distribuidora GO;2019;1;1;PRODUTO A;2145;65,0047614607615;139435,213333333
Distribuidora GO;2019;1;1;PRODUTO B;4353;38,7159629374378;168530,586666667
Distribuidora GO;2019;1;1;PRODUTO C;15781;48,9197106255347;772010,106666667
Distribuidora GO;2019;1;1;PRODUTO D;1343;76,2220997766195;102366,28
Distribuidora GO;2019;2;1;PRODUTO A;2109;65,1129361567636;137344,886666667
Distribuidora GO;2019;2;1;PRODUTO B;4805;38,376851890392;184400,773333333
Distribuidora GO;2019;2;1;PRODUTO C;17898;48,6381584020115;870501,44
Distribuidora GO;2019;2;1;PRODUTO D;1241;78,7560623153371;97736,2733333333
Distribuidora GO;2019;3;1;PRODUTO A;2453;63,8679431949446;156657,42
Distribuidora GO;2019;3;1;PRODUTO B;4605;37,9965457835686;174974,093333333
Distribuidora GO;2019;3;1;PRODUTO C;18722;48,1888082684762;902176,813333333
Distribuidora GO;2019;3;1;PRODUTO D;1050;78,8048698412698;82745,1133333333
Distribuidora GO;2019;4;1;PRODUTO A;1800;64,2796017596666;115676,5
Distribuidora GO;2019;4;1;PRODUTO B;5003;37,8976654007595;189602,02
Distribuidora GO;2019;4;1;PRODUTO C;17636;48,0663801234253;847674,646666666
Distribuidora GO;2019;4;1;PRODUTO D;1581;76,3814800759014;120759,12
Distribuidora GO;2019;5;1;PRODUTO A;1927;63,4695665715027;122274,12
Distribuidora GO;2019;5;1;PRODUTO B;4971;37,5244095755381;186533,84
Distribuidora GO;2019;5;1;PRODUTO C;15781;47,9338129146898;756449,493333333
Distribuidora GO;2019;5;1;PRODUTO D;1065;75,6085133020344;80523,0666666667
Distribuidora GO;2019;6;1;PRODUTO A;1418;63,9076304654443;90621,02
Distribuidora GO;2019;6;1;PRODUTO B;4562;37,255909688733;169961,46
Distribuidora GO;2019;6;1;PRODUTO C;13661;47,3875595681083;647353,553333333
Distribuidora GO;2019;6;1;PRODUTO D;1992;73,0636579651941;145542,806666667
Distribuidora GO;2019;7;1;PRODUTO A;1839;62,7427929315813;115394,453333333
Distribuidora GO;2019;7;1;PRODUTO B;5126;36,6741734946027;187991,813333333
Distribuidora GO;2019;7;1;PRODUTO C;14527;46,9520160848528;682077,806666667
Distribuidora GO;2019;7;1;PRODUTO D;2597;71,2534462841741;185045,2
Distribuidora GO;2019;8;1;PRODUTO A;1820;63,4449706959707;115469,846666667
Distribuidora GO;2019;8;1;PRODUTO B;5104;37,0152834378265;188926,006666667
Distribuidora GO;2019;8;1;PRODUTO C;16086;46,8872252369395;754237,673333333
Distribuidora GO;2019;8;1;PRODUTO D;2678;70,8714563106796;189793,76
Distribuidora GO;2019;9;1;PRODUTO A;1489;66,1739064248937;98532,9466666667
Distribuidora GO;2019;9;1;PRODUTO B;4930;39,782954699121;196129,966666667
Distribuidora GO;2019;9;1;PRODUTO C;11045;49,7081520882139;549032,753333333
Distribuidora GO;2019;9;1;PRODUTO D;3099;72,8611500867203;225799,74
Distribuidora GO;2019;10;1;PRODUTO A;2621;64,7047132137861;169591,053333333
Distribuidora GO;2019;10;1;PRODUTO B;6393;39,5467500912456;252822,373333333
Distribuidora GO;2019;10;1;PRODUTO C;19191;48,8519801380436;937508,173333333
Distribuidora GO;2019;10;1;PRODUTO D;3961;74,1451535807456;293688,953333333
Distribuidora GO;2019;11;1;PRODUTO A;1687;65,0062280181782;109665,506666667
Distribuidora GO;2019;11;1;PRODUTO B;3362;40,8982728534603;137499,993333333
Distribuidora GO;2019;11;1;PRODUTO C;14366;48,7540589924302;700413
Distribuidora GO;2019;11;1;PRODUTO D;3079;76,6146216303995;235896,42
Distribuidora GO;2019;12;1;PRODUTO A;2706;62,6024439517122;169402,213333333
Distribuidora GO;2019;12;1;PRODUTO B;4269;40,2758819395643;171937,74
Distribuidora GO;2019;12;1;PRODUTO C;17196;47,7196802605213;820601,54
Distribuidora GO;2019;12;1;PRODUTO D;3938;75,5801929913662;297634,8
Distribuidora GO;2020;1;1;PRODUTO A;1346;65,7519316493313;88502,1
Distribuidora GO;2020;1;1;PRODUTO B;3744;42,7934241452992;160218,58
Distribuidora GO;2020;1;1;PRODUTO C;12094;49,719156758917;601313,84
Distribuidora GO;2020;1;1;PRODUTO D;3839;77,2377251020231;296515,626666667
Distribuidora GO;2020;2;1;PRODUTO A;1254;66,1873843700159;82998,98
Distribuidora GO;2020;2;1;PRODUTO B;3466;42,3001596460858;146612,353333333
Distribuidora GO;2020;2;1;PRODUTO C;8590;50,084792254785;430240,886666667
Distribuidora GO;2020;2;1;PRODUTO D;3379;76,4883496103383;258454,133333333
Distribuidora GO;2020;3;1;PRODUTO A;769;66,2783788469875;50968,0733333333
Distribuidora GO;2020;3;1;PRODUTO B;2378;42,1368488926269;100201,426666667
Distribuidora GO;2020;3;1;PRODUTO C;6472;50,0414912670362;323874,786666667
Distribuidora GO;2020;3;1;PRODUTO D;1516;76,1281486367634;115410,273333333
Distribuidora GO;2020;4;1;PRODUTO A;407;61,4486756867569;24978,8866666667
Distribuidora GO;2020;4;1;PRODUTO B;773;40,5318007332327;31324,3266666667
Distribuidora GO;2020;4;1;PRODUTO C;3061;46,7946254355401;143253,946666667
Distribuidora GO;2020;4;1;PRODUTO D;236;74,4217102473498;17551,12
Distribuidora GO;2020;5;1;PRODUTO A;234;61,0490442225393;14265,1266666667
Distribuidora GO;2020;5;1;PRODUTO B;1022;40,2628095937347;41128,46
Distribuidora GO;2020;5;1;PRODUTO C;3387;47,1383763038772;159673,393333333
Distribuidora GO;2020;5;1;PRODUTO D;268;71,4792283758556;19144,52
Distribuidora GO;2020;6;1;PRODUTO A;457;59,1471772428884;27030,26
Distribuidora GO;2020;6;1;PRODUTO B;1559;37,4978766171282;58452,94
Distribuidora GO;2020;6;1;PRODUTO C;5686;44,0108637922444;250253,106666667
Distribuidora GO;2020;6;1;PRODUTO D;483;69,8721766126251;33759,9066666667
Distribuidora GO;2020;7;1;PRODUTO A;615;57,8146883468835;35556,0333333333
Distribuidora GO;2020;7;1;PRODUTO B;1533;36,9561826086956;56666,1466666667
Distribuidora GO;2020;7;1;PRODUTO C;4730;43,7172405408977;206773,44
Distribuidora GO;2020;7;1;PRODUTO D;871;61,7260313815537;53763,3733333333
Distribuidora GO;2020;8;1;PRODUTO A;1036;57,4165626005793;59464,42
Distribuidora GO;2020;8;1;PRODUTO B;2800;36,9853759599929;103540,56
Distribuidora GO;2020;8;1;PRODUTO C;7642;43,6345984143775;333437,42
Distribuidora GO;2020;8;1;PRODUTO D;1491;60,9269144358129;90847,1066666667
Distribuidora GO;2020;9;1;PRODUTO A;1854;57,7575804422075;107101,806666667
Distribuidora GO;2020;9;1;PRODUTO B;4267;37,4804749443424;159935,433333333
Distribuidora GO;2020;9;1;PRODUTO C;13897;43,7815039217097;608431,56
Distribuidora GO;2020;9;1;PRODUTO D;3320;64,8410983935743;215272,446666667
Distribuidora GO;2020;10;1;PRODUTO A;1223;61,1135871306363;74713,9066666666
Distribuidora GO;2020;10;1;PRODUTO B;2799;40,0604361871585;112124,153333333
Distribuidora GO;2020;10;1;PRODUTO C;8937;45,9496777020947;410658,013333333
Distribuidora GO;2020;10;1;PRODUTO D;2747;71,4785996845043;196351,713333333
Distribuidora GO;2020;11;1;PRODUTO A;1841;59,3918276455146;109350,253333333
Distribuidora GO;2020;11;1;PRODUTO B;3658;38,94805823252;142462,26
Distribuidora GO;2020;11;1;PRODUTO C;15304;44,8971679830544;687100,646666667
Distribuidora GO;2020;11;1;PRODUTO D;3403;75,4538172200999;256769,34
Distribuidora GO;2020;12;1;PRODUTO A;1064;60,1487289529329;64003,26
Distribuidora GO;2020;12;1;PRODUTO B;2600;39,0316303668445;101477,36
Distribuidora GO;2020;12;1;PRODUTO C;7153;45,3636975553497;324503,54
Distribuidora GO;2020;12;1;PRODUTO D;2605;75,0209545745361;195429,586666667
Distribuidora GO;2021;1;1;PRODUTO A;1066;65,0260578577013;69306,94
Distribuidora GO;2021;1;1;PRODUTO B;1972;42,4962745098039;83802,6533333333
Distribuidora GO;2021;1;1;PRODUTO C;6837;50,0656086203954;342273,533333333
Distribuidora GO;2021;1;1;PRODUTO D;1523;74,7334719789843;113794,166666667
Distribuidora GO;2021;2;1;PRODUTO A;943;62,8502863202545;59267,82
Distribuidora GO;2021;2;1;PRODUTO B;2536;40,423150423868;102519,846666667
Distribuidora GO;2021;2;1;PRODUTO C;9067;47,9909912592715;435122,32
Distribuidora GO;2021;2;1;PRODUTO D;2576;71,8131271633293;184996,6
Distribuidora GO;2021;3;1;PRODUTO A;466;61,3100769093185;28565,3866666667
Distribuidora GO;2021;3;1;PRODUTO B;1187;38,6043027664654;45816,8733333333
Distribuidora GO;2021;3;1;PRODUTO C;3667;45,8411379490559;168118,553333333
Distribuidora GO;2021;3;1;PRODUTO D;583;67,1046545558575;39094,0533333333
Distribuidora GO;2021;4;1;PRODUTO A;450;62,8766234727879;28304,96
Distribuidora GO;2021;4;1;PRODUTO B;1469;40,1765928952446;58999,3266666667
Distribuidora GO;2021;4;1;PRODUTO C;3851;47,8016489580403;184080,166666667
Distribuidora GO;2021;4;1;PRODUTO D;629;71,9310743144787;45250,64
Distribuidora GO;2021;5;1;PRODUTO A;901;62,5352616977992;56354,6933333333
Distribuidora GO;2021;5;1;PRODUTO B;1742;40,1794517008755;69982,56
Distribuidora GO;2021;5;1;PRODUTO C;5779;47,8384714110606;276446,566666667
Distribuidora GO;2021;5;1;PRODUTO D;1867;71,9596535714286;134324,686666667
Distribuidora GO;2021;6;1;PRODUTO A;592;62,468835115363;37002,3733333333
Distribuidora GO;2021;6;1;PRODUTO B;2123;40,1141682037597;85179,0933333333
Distribuidora GO;2021;6;1;PRODUTO C;6689;47,7856082124882;319637,933333333
Distribuidora GO;2021;6;1;PRODUTO D;2206;68,2205773008916;150471,853333333
Distribuidora GO;2021;7;1;PRODUTO A;910;62,3653804596649;56757,6933333333
Distribuidora GO;2021;7;1;PRODUTO B;2021;40,3671170502351;81561,76
Distribuidora GO;2021;7;1;PRODUTO C;6285;47,8012351997454;300434,746666667
Distribuidora GO;2021;7;1;PRODUTO D;2650;72,4202534511493;191919,706666667
Distribuidora GO;2021;8;1;PRODUTO A;921;62,9287661808636;57931,1733333333
Distribuidora GO;2021;8;1;PRODUTO B;2153;43,3560086700728;93345,4866666666
Distribuidora GO;2021;8;1;PRODUTO C;6810;51,4388291584577;350294,14
Distribuidora GO;2021;8;1;PRODUTO D;2460;75,79554200542;186457,033333333
Distribuidora GO;2021;9;1;PRODUTO A;1095;62,8509378806334;68800,8266666667
Distribuidora GO;2021;9;1;PRODUTO B;2453;43,5296072835983;106778,126666667
Distribuidora GO;2021;9;1;PRODUTO C;7079;51,2004558082592;362448,026666667
Distribuidora GO;2021;9;1;PRODUTO D;3204;75,5039055347482;241914,513333333
Distribuidora GO;2021;10;1;PRODUTO A;730;64,5573254221817;47148,3666666667
Distribuidora GO;2021;10;1;PRODUTO B;2069;43,9226872885452;90876,04
Distribuidora GO;2021;10;1;PRODUTO C;5684;51,2168402533427;291116,52
Distribuidora GO;2021;10;1;PRODUTO D;2814;76,0828121298271;214097,033333333
Distribuidora GO;2021;11;1;PRODUTO A;1007;64,5175262852885;64942,2666666667
Distribuidora GO;2021;11;1;PRODUTO B;2907;43,2163306960211;125629,873333333
Distribuidora GO;2021;11;1;PRODUTO C;8400;50,346280170233;422921,34
Distribuidora GO;2021;11;1;PRODUTO D;3771;75,8686749756917;286100,773333333
Distribuidora GO;2021;12;1;PRODUTO A;780;67,0378020098354;52255,9666666667
Distribuidora GO;2021;12;1;PRODUTO B;2299;43,8489343192693;100808,7
Distribuidora GO;2021;12;1;PRODUTO C;6554;51,1209236089919;335046,533333333
Distribuidora GO;2021;12;1;PRODUTO D;3194;76,1899859088774;243312,72
Distribuidora GO;2022;1;1;PRODUTO A;973;61,4568756423433;59797,54
Distribuidora GO;2022;1;1;PRODUTO B;2496;44,9985202991453;112316,306666667
Distribuidora GO;2022;1;1;PRODUTO C;7353;49,7124307416831;365545,86
Distribuidora GO;2022;1;1;PRODUTO D;3143;74,8488705058861;235250
Distribuidora GO;2022;2;1;PRODUTO A;829;64,2746245853855;53289,02
Distribuidora GO;2022;2;1;PRODUTO B;1918;47,1568459248637;90429,1466666667
Distribuidora GO;2022;2;1;PRODUTO C;4977;52,5695058524088;261616,526666667
Distribuidora GO;2022;2;1;PRODUTO D;2871;75,8106071734429;217617,506666667
Distribuidora GO;2022;3;1;PRODUTO A;1081;62,8432467432359;67938,7866666667
Distribuidora GO;2022;3;1;PRODUTO B;2224;46,1120605538277;102549,38
Distribuidora GO;2022;3;1;PRODUTO C;6223;51,1253101231923;318169,846666667
Distribuidora GO;2022;3;1;PRODUTO D;3679;73,6399442726562;270893,74
Distribuidora GO;2022;4;1;PRODUTO A;885;65,4771416458618;57917,26
Distribuidora GO;2022;4;1;PRODUTO B;2122;46,7895399477704;99289,3533333333
Distribuidora GO;2022;4;1;PRODUTO C;6509;51,4130305028326;334645,273333333
Distribuidora GO;2022;4;1;PRODUTO D;2346;79,1791446433646;185754,273333333
Distribuidora GO;2022;5;1;PRODUTO A;870;66,6779983718814;58018,1933333333
Distribuidora GO;2022;5;1;PRODUTO B;2382;48,1658578225581;114731,073333333
Distribuidora GO;2022;5;1;PRODUTO C;4839;53,7432182284759;260041,04
Distribuidora GO;2022;5;1;PRODUTO D;2817;78,8176499822506;222029,32
Distribuidora GO;2022;6;1;PRODUTO A;117;68,005754985755;7956,67333333333
Distribuidora GO;2022;6;1;PRODUTO B;276;51,2953140096618;14157,5066666667
Distribuidora GO;2022;6;1;PRODUTO C;584;57,3153716650021;33476,9533333333
Distribuidora GO;2022;6;1;PRODUTO D;312;79,7738977166511;24892,78
Distribuidora MA;2012;12;1;PRODUTO A;2025;35,3181728395062;71519,3
Distribuidora MA;2012;12;1;PRODUTO B;54;26,0506172839506;1406,73333333333
Distribuidora MA;2012;12;1;PRODUTO C;4359;28,6628053004915;124941,168304843
Distribuidora MA;2013;1;1;PRODUTO A;1469;37,303440521957;54798,7541267548
Distribuidora MA;2013;1;1;PRODUTO B;185;24,670990990991;4564,13333333333
Distribuidora MA;2013;1;1;PRODUTO C;3107;30,0371561264524;93325,4440848877
Distribuidora MA;2013;2;1;PRODUTO A;2384;35,7045110543939;85118,0666666667
Distribuidora MA;2013;2;1;PRODUTO B;260;24,3435897435897;6329,33333333333
